Date,Price,Open,High,Low,Vol.,Change %
27-01-2021,569.8,585.9,585.9,563.75,8.53M,-2.83%
28-01-2021,564.35,554.9,574.5,550.4,9.86M,-0.96%
29-01-2021,586.2,568,600,554.1,22.54M,3.87%
01-02-2021,590.15,596,599.4,579.6,12.62M,0.67%
02-02-2021,609.45,596.95,616.9,591.5,15.79M,3.27%
03-02-2021,629.2,612.5,648.4,610.5,23.79M,3.24%
04-02-2021,631.5,632.5,641,626.25,7.93M,0.37%
05-02-2021,634.75,633.5,644.25,623.15,10.98M,0.51%
08-02-2021,634.65,640.9,644.85,632.55,6.48M,-0.02%
09-02-2021,623.6,631.9,639.25,621,5.79M,-1.74%
10-02-2021,627.1,623.05,631.55,614.1,6.90M,0.56%
11-02-2021,643.65,622,648.75,622,11.43M,2.64%
12-02-2021,627.15,654.4,654.4,622.35,15.47M,-2.56%
15-02-2021,627.5,632,637.3,623.3,7.31M,0.06%
16-02-2021,631.15,631,634.5,623,6.14M,0.58%
17-02-2021,621.25,628.7,632.4,619.8,4.70M,-1.57%
18-02-2021,616.05,622,627.25,614.1,5.63M,-0.84%
19-02-2021,607.3,615.9,622.3,601.2,7.30M,-1.42%
22-02-2021,595.3,608,610.85,590.4,5.33M,-1.98%
23-02-2021,604.05,595,608.35,592,7.56M,1.47%
24-02-2021,601.45,607.1,609.35,595.85,3.30M,-0.43%
25-02-2021,609.55,606.4,618.9,602.7,6.26M,1.35%
26-02-2021,594.6,604.95,621.35,590,15.40M,-2.45%
01-03-2021,604.45,600,610.8,597.05,5.27M,1.66%
02-03-2021,614.2,609,616.35,604.5,4.78M,1.61%
03-03-2021,624.35,616.5,625.4,612.25,6.63M,1.65%
04-03-2021,618.95,622,636.75,616,11.53M,-0.86%
05-03-2021,611.2,619.45,619.45,606.9,6.13M,-1.25%
08-03-2021,614.8,611.5,621.9,611.3,4.55M,0.59%
09-03-2021,612.6,618,620.9,607.5,4.04M,-0.36%
10-03-2021,626,618,627.9,615.35,5.83M,2.19%
12-03-2021,613.6,628,629.15,611.5,4.26M,-1.98%
15-03-2021,605.5,614,614,596.5,4.03M,-1.32%
16-03-2021,602.3,606,609.95,599.25,4.19M,-0.53%
17-03-2021,584.75,604,604,582,7.67M,-2.91%
18-03-2021,574.55,587.4,591.55,572,5.54M,-1.74%
19-03-2021,578.3,571,582.65,562.1,6.19M,0.65%
22-03-2021,591,578.6,593.6,578.6,7.03M,2.20%
23-03-2021,587.85,591.2,594.7,583,5.34M,-0.53%
24-03-2021,585.3,585,597,583.2,7.30M,-0.43%
25-03-2021,575.75,584.4,587.95,571.5,4.71M,-1.63%
26-03-2021,587.2,580.85,590.3,574.6,5.76M,1.99%
30-03-2021,597.7,594.95,599,587.25,4.64M,1.79%
31-03-2021,597.8,598.2,606,595.7,5.27M,0.02%
01-04-2021,610.75,600,612.7,597.35,6.03M,2.17%
05-04-2021,608.8,611.7,611.95,592.75,5.35M,-0.32%
06-04-2021,620.45,608.75,621.9,603.5,7.44M,1.91%
07-04-2021,621.05,621,628.4,616.15,4.76M,0.10%
08-04-2021,614.25,620.55,626,613.3,3.22M,-1.09%
09-04-2021,636.75,613,642,609.5,16.76M,3.66%
12-04-2021,619.35,639,645.85,615.2,15.23M,-2.73%
13-04-2021,627.35,624,635.55,616.1,7.40M,1.29%
15-04-2021,633.25,633.6,641.5,626.5,8.59M,0.94%
16-04-2021,646.05,633.25,650,626.35,9.80M,2.02%
19-04-2021,640.65,644,651.4,635,11.34M,-0.84%
20-04-2021,645.15,643.8,659.5,639.15,13.83M,0.70%
22-04-2021,639.95,650.7,658,638.1,11.30M,-0.81%
23-04-2021,637.95,636.5,645.8,630.15,7.67M,-0.31%
26-04-2021,634.7,644,644,631,6.53M,-0.51%
27-04-2021,639.25,632.7,642.45,632,5.11M,0.72%
28-04-2021,643.4,640.95,647.3,638.3,6.07M,0.65%
29-04-2021,644.5,648.95,652,641.1,5.68M,0.17%
30-04-2021,654.45,642,666.6,640.1,10.87M,1.54%
03-05-2021,659.2,653.95,663.95,650.1,6.57M,0.73%
04-05-2021,645.15,662,664.9,642,5.60M,-2.13%
05-05-2021,683.4,642.25,687.9,642.25,25.30M,5.93%
06-05-2021,679.4,689.85,696.7,673.35,11.15M,-0.59%
07-05-2021,679.45,681,691,677.6,6.47M,0.01%
10-05-2021,698.2,688,703.5,683.6,10.92M,2.76%
11-05-2021,708.1,698.5,721.85,696.2,14.76M,1.42%
12-05-2021,702.85,714.95,714.95,700,7.25M,-0.74%
14-05-2021,691.45,703,711,687,6.85M,-1.62%
17-05-2021,687.15,688,698.5,680.05,6.32M,-0.62%
18-05-2021,690.8,691,695.85,684.75,4.08M,0.53%
19-05-2021,703.4,694.3,706.75,690.8,7.75M,1.82%
20-05-2021,686.85,700,701.65,685,6.23M,-2.35%
21-05-2021,690.4,691.75,694.5,688,3.43M,0.52%
24-05-2021,690.95,691,698.4,689.6,3.72M,0.08%
25-05-2021,696.1,695,697.4,691,2.80M,0.75%
26-05-2021,703.8,699.5,706.15,696.2,6.24M,1.11%
27-05-2021,699.5,707.25,709.75,694.5,9.88M,-0.61%
28-05-2021,669.75,694,694.5,666.3,28.32M,-4.25%
31-05-2021,668.3,672,675.7,659,13.95M,-0.22%
01-06-2021,671.05,670.1,673.3,664.3,6.44M,0.41%
02-06-2021,677.45,671,678.1,670.15,4.98M,0.95%
03-06-2021,675.5,678,680.85,673.5,3.60M,-0.29%
04-06-2021,673.95,678.9,679.25,672.8,3.75M,-0.23%
07-06-2021,675.35,673.95,677.8,670.9,2.79M,0.21%
08-06-2021,678.75,673,679.95,665.1,5.70M,0.50%
09-06-2021,672.85,681.05,684.7,667.6,4.49M,-0.87%
10-06-2021,676.05,673.05,681,673,3.10M,0.48%
11-06-2021,681.3,675.2,686.35,674.05,3.82M,0.78%
14-06-2021,677.1,682,683.7,671.55,3.64M,-0.62%
15-06-2021,673.2,677.1,681.4,671.75,3.86M,-0.58%
16-06-2021,668.55,675,680.5,666.85,4.84M,-0.69%
17-06-2021,665.05,671.8,673.55,661.65,2.78M,-0.52%
18-06-2021,668.5,667,673,652.7,4.16M,0.52%
21-06-2021,671.35,662,674.8,662,2.93M,0.43%
22-06-2021,666.8,678,680.25,665.85,4.58M,-0.68%
23-06-2021,665.25,666.8,672.35,664.25,2.63M,-0.23%
24-06-2021,664.8,664.2,671,661.5,3.46M,-0.07%
25-06-2021,672.25,664.8,677.4,664.8,3.01M,1.12%
28-06-2021,676.3,675,679.9,669.55,3.34M,0.60%
29-06-2021,677.6,673.25,681.5,673.1,2.94M,0.19%
30-06-2021,675.45,678.05,683.45,674.25,3.77M,-0.32%
01-07-2021,684.15,675,685.8,673.7,4.10M,1.29%
02-07-2021,681.25,685.5,689.5,678.3,5.07M,-0.42%
05-07-2021,680.2,684,684.95,678.6,1.60M,-0.15%
06-07-2021,673.25,678,683,672.4,2.68M,-1.02%
07-07-2021,680.1,668,682,666.1,2.58M,1.02%
08-07-2021,666.9,677,680.9,665.1,2.55M,-1.94%
09-07-2021,667.9,666.5,672.3,664.2,1.99M,0.15%
12-07-2021,668.55,668.6,672.85,666.4,1.56M,0.10%
13-07-2021,683,670.3,689.35,669,7.74M,2.16%
14-07-2021,685.95,681.95,692.4,681,2.66M,0.43%
15-07-2021,683,686,688.2,681.3,1.91M,-0.43%
16-07-2021,688.6,684.9,695.65,682.65,3.48M,0.82%
19-07-2021,689.25,678.05,691.5,678.05,1.94M,0.09%
20-07-2021,676.45,689,691.6,673.9,2.72M,-1.86%
22-07-2021,687.3,680,688.2,675.55,2.05M,1.60%
23-07-2021,694,686.2,698.95,681.6,3.96M,0.97%
26-07-2021,703.4,695.2,705,695.2,4.72M,1.35%
27-07-2021,688.3,705,705.7,673.85,5.33M,-2.15%
28-07-2021,687.8,688.3,691.95,672.55,3.33M,-0.07%
29-07-2021,703,687.8,705.95,680.7,4.40M,2.21%
30-07-2021,773.95,702.95,783.75,696.15,35.89M,10.09%
02-08-2021,775,785,801.9,764.1,18.66M,0.14%
03-08-2021,794.8,773.95,804.35,765.25,14.68M,2.55%
04-08-2021,785.75,791,797.9,779.7,5.80M,-1.14%
05-08-2021,786.15,785.5,794.4,783.3,5.03M,0.05%
06-08-2021,785.2,786.5,796.45,781.55,4.06M,-0.12%
09-08-2021,788.8,789.15,793,782,2.87M,0.46%
10-08-2021,793.35,789.95,798.8,782.2,5.66M,0.58%
11-08-2021,779.55,794,795,773.3,4.28M,-1.74%
12-08-2021,778.65,780,781.25,773.15,2.82M,-0.12%
13-08-2021,778.3,769,788.5,767.65,4.32M,-0.04%
16-08-2021,780.8,775.2,783,771.05,2.31M,0.32%
17-08-2021,784.15,783,793.2,778.2,5.69M,0.43%
18-08-2021,782.9,788,791.4,779.3,4.04M,-0.16%
20-08-2021,761.15,775,784.45,743.35,6.24M,-2.78%
23-08-2021,759.35,765,770,750.8,2.38M,-0.24%
24-08-2021,771.35,759.8,777.95,754.25,2.73M,1.58%
25-08-2021,769.05,770,776,759.6,2.25M,-0.30%
26-08-2021,760.55,765.15,771.1,759.25,1.74M,-1.11%
27-08-2021,771.8,760.75,777,758.1,2.43M,1.48%
30-08-2021,787.2,769,794.95,768.15,3.62M,2.00%
31-08-2021,794.05,787.45,801,783.7,7.44M,0.87%
01-09-2021,788.5,795.05,803.9,787,2.81M,-0.70%
02-09-2021,789.95,790.3,795.65,788.3,2.68M,0.18%
03-09-2021,789.4,793,797.2,784,2.86M,-0.07%
06-09-2021,784.25,789.4,793.1,779.75,4.61M,-0.65%
07-09-2021,769.9,782,783,766.6,3.85M,-1.83%
08-09-2021,777.45,767.3,778.95,763.55,2.55M,0.98%
09-09-2021,776.3,772.2,782.25,771.45,2.01M,-0.15%
13-09-2021,780.3,776.3,783,771.65,1.94M,0.52%
14-09-2021,781.4,784.7,788,777.3,2.00M,0.14%
15-09-2021,780.65,784.7,785.75,778.8,1.39M,-0.10%
16-09-2021,781.05,780,784.55,778.3,1.35M,0.05%
17-09-2021,769.9,785,787.9,766.65,4.05M,-1.43%
20-09-2021,756.5,766.7,774.75,751.6,2.21M,-1.74%
21-09-2021,764.5,756.5,766.35,751.05,2.12M,1.06%
22-09-2021,770.1,765,774,764.5,1.82M,0.73%
23-09-2021,769.85,771.1,777.2,766.1,2.11M,-0.03%
24-09-2021,770.45,769,776.65,762,1.78M,0.08%
27-09-2021,763.05,771.45,774.5,760.1,2.86M,-0.96%
28-09-2021,775.1,766.7,791,754.95,4.94M,1.58%
29-09-2021,811.3,784,819.75,771.35,18.57M,4.67%
30-09-2021,818.25,814.8,832.95,806.6,10.48M,0.86%
01-10-2021,826.6,812,830.7,805.3,5.73M,1.02%
04-10-2021,832,830,838.9,826.45,4.01M,0.65%
05-10-2021,820.5,828,834.4,814.95,2.99M,-1.38%
06-10-2021,800.6,820.45,824,797.3,2.91M,-2.43%
07-10-2021,823.25,808.05,826.35,804.1,4.09M,2.83%
08-10-2021,821.4,825.1,833.8,818.6,2.75M,-0.22%
11-10-2021,832.55,826,836.2,817.8,2.99M,1.36%
12-10-2021,829.7,833.5,842.75,823.7,2.41M,-0.34%
13-10-2021,842.55,827.95,846.8,827.25,4.11M,1.55%
14-10-2021,841.3,843.9,850,838.25,2.30M,-0.15%
18-10-2021,835.9,850,851,832.15,2.63M,-0.64%
19-10-2021,827.35,837,842.2,825.65,2.03M,-1.02%
20-10-2021,814.9,825.05,834.8,807.5,2.09M,-1.50%
21-10-2021,818.4,823.05,829,810.05,3.16M,0.43%
22-10-2021,812.55,825.1,826.85,800.15,1.71M,-0.71%
25-10-2021,813.2,810,821.25,795.55,2.13M,0.08%
26-10-2021,813.5,817,823.9,806.3,1.63M,0.04%
27-10-2021,825.1,815.8,838.45,815.8,3.57M,1.43%
28-10-2021,807.6,823.95,829.15,803.05,1.65M,-2.12%
29-10-2021,795,800,816.55,779.35,4.32M,-1.56%
01-11-2021,811.8,798.95,813.85,787,1.94M,2.11%
02-11-2021,815.4,814.65,836,782.75,17.61M,0.44%
03-11-2021,787.95,820,822,781.35,9.45M,-3.37%
04-11-2021,795.45,797,797,788.5,485.87K,0.95%
08-11-2021,800,798,803,783,4.28M,0.57%
09-11-2021,801.35,800,812,797,3.23M,0.17%
10-11-2021,811.1,799.75,815,797,2.90M,1.22%
11-11-2021,794.85,808.95,810.45,792.1,2.11M,-2.00%
12-11-2021,806.5,803.95,808.55,796.1,2.08M,1.47%
15-11-2021,810.7,808.3,819.65,806.65,2.11M,0.52%
16-11-2021,798.45,812.3,817.45,795.65,1.51M,-1.51%
17-11-2021,791.35,800,805,787.4,1.66M,-0.89%
18-11-2021,790.65,790,794.35,780.1,3.18M,-0.09%
22-11-2021,770.75,791.85,794,765.05,2.89M,-2.52%
23-11-2021,785.2,770,791.75,761.55,2.74M,1.87%
24-11-2021,778.95,783.5,796.95,775.55,2.40M,-0.80%
25-11-2021,782.9,775.6,787.25,774.35,1.86M,0.51%
26-11-2021,767.3,775,798.9,762,5.43M,-1.99%
29-11-2021,751.05,773,775,749.05,4.66M,-2.12%
30-11-2021,753.6,751,761.65,746.05,5.51M,0.34%
01-12-2021,745.35,756.75,763.25,740.35,3.69M,-1.09%
02-12-2021,766.25,753,770.75,746.1,4.90M,2.80%
03-12-2021,751.8,771.9,771.9,748.9,3.14M,-1.89%
06-12-2021,737.15,751.2,752.55,733.7,2.58M,-1.95%
07-12-2021,743.7,741.1,751,735,2.58M,0.89%
08-12-2021,757.55,750.2,763.5,747.35,2.53M,1.86%
09-12-2021,759.75,758.2,766.8,756.15,2.60M,0.29%
10-12-2021,761.35,754.2,775,754.2,2.95M,0.21%
13-12-2021,762.6,763.85,773.35,759,2.49M,0.16%
14-12-2021,756.05,757.25,768.75,753.6,3.22M,-0.86%
15-12-2021,775.1,752.5,778.85,745.3,6.23M,2.52%
16-12-2021,764.45,786.5,786.5,760,6.19M,-1.37%
17-12-2021,768.95,762,772.35,753.5,7.17M,0.59%
20-12-2021,763.95,768,774.7,753.05,7.47M,-0.65%
21-12-2021,778.55,764.05,783.95,764.05,5.60M,1.91%
22-12-2021,797.5,785,801,777.5,5.87M,2.43%
23-12-2021,792.45,801.85,803.95,790,4.28M,-0.63%
24-12-2021,785.4,793.4,794.8,777.6,3.08M,-0.89%
27-12-2021,794.1,784,796.6,781.15,3.60M,1.11%
28-12-2021,815.1,796,819.9,794.2,5.48M,2.64%
29-12-2021,838.8,822.5,843.65,816.5,8.75M,2.91%
30-12-2021,834.45,836.65,841.95,827.35,5.18M,-0.52%
31-12-2021,845.7,834.45,850.95,834,3.35M,1.35%
03-01-2022,848.95,845,860.05,840.9,3.73M,0.38%
04-01-2022,837.7,852.5,854,832.4,3.03M,-1.33%
05-01-2022,835.1,840,844.55,830.65,2.44M,-0.31%
06-01-2022,829.6,837.8,844.9,822,2.42M,-0.66%
07-01-2022,828.95,829.6,836,825.2,1.48M,-0.08%
10-01-2022,826.7,832.1,835,817.55,4.84M,-0.27%
11-01-2022,832.4,830.9,841.5,828.3,4.95M,0.69%
12-01-2022,836.2,845,845,827.5,3.95M,0.46%
13-01-2022,865.5,836.2,871,834.25,7.40M,3.50%
14-01-2022,859.75,865.5,868.9,856.8,2.35M,-0.66%
17-01-2022,853.2,859.75,863.4,850.5,1.75M,-0.76%
18-01-2022,846.7,855,867.2,845,3.35M,-0.76%
19-01-2022,838.5,848,848,834,1.68M,-0.97%
20-01-2022,820,839.3,842.75,815.65,2.89M,-2.21%
21-01-2022,808.75,816.5,819.7,801.1,3.22M,-1.37%
24-01-2022,800.85,804,825,791.6,5.30M,-0.98%
25-01-2022,808.05,791,811.7,784.8,3.78M,0.90%
27-01-2022,812.1,802,817.4,791.3,3.59M,0.50%
28-01-2022,827.35,816,842.9,812.1,5.07M,1.88%
31-01-2022,834.5,830.1,849.75,820.05,8.04M,0.86%
01-02-2022,891.75,847.4,895,839.85,12.34M,6.86%
02-02-2022,890.65,890,898.45,882,4.40M,-0.12%
03-02-2022,883.55,889.35,891.2,880.45,2.29M,-0.80%
04-02-2022,893.95,882.9,902.85,881.35,4.22M,1.18%
07-02-2022,887.05,901.45,901.45,879.7,3.49M,-0.77%
08-02-2022,894.1,886,895.95,882,4.77M,0.79%
09-02-2022,886.45,893.9,894.55,885.35,2.87M,-0.86%
10-02-2022,894.3,891.4,896.25,880,3.16M,0.89%
11-02-2022,880.1,894.6,895.8,874.65,2.68M,-1.59%
14-02-2022,864.85,870,886.65,862.2,5.16M,-1.73%
15-02-2022,876.8,862.5,880,859.05,3.22M,1.38%
16-02-2022,868.85,876,881.15,867.1,2.14M,-0.91%
17-02-2022,862.55,872.35,872.35,861.3,2.28M,-0.73%
18-02-2022,862.9,862.55,867.9,856.4,1.80M,0.04%
21-02-2022,843.85,855.5,864,839.5,2.31M,-2.21%
22-02-2022,845.8,836,849,824.6,3.17M,0.23%
23-02-2022,840.25,849.85,853,838.05,1.98M,-0.66%
24-02-2022,818.25,830.6,836.95,815,3.68M,-2.62%
25-02-2022,831.55,820.5,835,817.05,2.10M,1.63%
28-02-2022,843.9,821,847,821,4.12M,1.49%
02-03-2022,820.9,844.35,844.95,815.7,3.81M,-2.73%
03-03-2022,820.9,832.8,832.8,817,2.66M,0.00%
04-03-2022,829.65,816.3,839.6,809.35,4.08M,1.07%
07-03-2022,822.65,818,829,809.1,3.07M,-0.84%
08-03-2022,855,826.2,861.7,826.2,4.86M,3.93%
09-03-2022,868.25,863.4,885.8,860,7.28M,1.55%
10-03-2022,869.55,869.9,881.9,866.6,2.90M,0.15%
11-03-2022,902,872,907,869.05,7.19M,3.73%
14-03-2022,892.25,901.95,911.8,889.95,3.86M,-1.08%
15-03-2022,891.65,893.7,908,881.35,4.04M,-0.07%
16-03-2022,889.2,900,900,880.45,3.13M,-0.27%
17-03-2022,911.6,892.2,915,892.2,5.48M,2.52%
21-03-2022,913.8,912.5,931,911.3,3.88M,0.24%
22-03-2022,914.1,913.8,922,902.5,2.17M,0.03%
23-03-2022,900.8,918,926,895.8,2.58M,-1.45%
24-03-2022,908.85,886,914.7,885.5,3.14M,0.89%
25-03-2022,902.35,911.85,914.95,896.3,1.57M,-0.72%
28-03-2022,905.9,908.9,910.9,899.3,1.55M,0.39%
29-03-2022,919.35,908.05,922,901.1,3.18M,1.48%
30-03-2022,920.6,922,922,908.4,2.08M,0.14%
31-03-2022,914.75,920.6,927,910.8,1.90M,-0.64%
01-04-2022,908.7,914,919,904.1,1.18M,-0.66%
04-04-2022,926.05,908,928.8,902.6,1.88M,1.91%
05-04-2022,929.1,928,940.7,924.15,2.91M,0.33%
06-04-2022,928.1,927.8,938.8,925,1.88M,-0.11%
07-04-2022,930.95,928.1,948,926.85,2.73M,0.31%
08-04-2022,924.6,937,937.3,919.3,1.45M,-0.68%
11-04-2022,925.4,920,933.55,918.6,1.10M,0.09%
12-04-2022,921.3,920,928.15,911.4,1.42M,-0.44%
13-04-2022,936.75,921.3,943,921.3,1.83M,1.68%
18-04-2022,927.5,927.6,941.05,919.25,1.29M,-0.99%
19-04-2022,922,930.95,937.75,915.05,2.00M,-0.59%
20-04-2022,923.5,918,931,916.05,1.46M,0.16%
21-04-2022,944.1,931,946,920.6,2.41M,2.23%
22-04-2022,924.8,941,942.25,918.35,1.75M,-2.04%
25-04-2022,900,915.55,922.35,896.6,1.15M,-2.68%
26-04-2022,918.05,905,924.75,904.05,3.14M,2.01%
27-04-2022,906.1,910.05,921.7,903.6,1.59M,-1.30%
28-04-2022,921,920,927.35,909.3,3.15M,1.64%
29-04-2022,928.65,924,967.05,919.55,4.29M,0.83%
02-05-2022,923.4,922.45,925,902.55,2.12M,-0.57%
04-05-2022,900.9,920.1,920.9,895,3.93M,-2.44%
05-05-2022,878.15,905,919.2,872.6,4.46M,-2.53%
06-05-2022,883.3,862,885.7,861.5,2.35M,0.59%
09-05-2022,885.4,868.05,891.4,868.05,2.52M,0.24%
10-05-2022,861.85,885,890.85,846.5,6.98M,-2.66%
11-05-2022,854.8,853,867,851,2.77M,-0.82%
12-05-2022,850,852.9,855.85,835.2,2.70M,-0.56%
13-05-2022,882.5,862.95,889,860.15,4.87M,3.82%
16-05-2022,885.6,881.95,894.75,875.05,2.74M,0.35%
17-05-2022,891.75,880.15,895.6,878.7,2.32M,0.69%
18-05-2022,899.15,891,909,888,2.88M,0.83%
19-05-2022,884.6,885,900,878.35,2.72M,-1.62%
20-05-2022,915.65,893,917.7,889.05,2.88M,3.51%
23-05-2022,922.05,920,931.3,916.6,2.20M,0.70%
24-05-2022,909.9,928,930.85,907,2.91M,-1.32%
25-05-2022,911.2,915,922.65,907.25,2.41M,0.14%
26-05-2022,899.95,918.8,922.45,893.5,4.11M,-1.23%
27-05-2022,903.9,901.95,912.8,896,2.37M,0.44%
30-05-2022,888.3,905,915.5,886.5,3.54M,-1.73%
31-05-2022,860.6,867.25,882.8,851.2,24.36M,-3.12%
01-06-2022,839.25,875,875,832.6,6.00M,-2.48%
02-06-2022,859.55,836.75,862.9,832.8,3.55M,2.42%
03-06-2022,865.1,862.15,875,854.85,2.62M,0.65%
06-06-2022,859.8,865,873.95,858,2.10M,-0.61%
07-06-2022,848.25,855,857.4,838.6,3.03M,-1.34%
08-06-2022,847.25,845.1,854,837.6,3.21M,-0.12%
09-06-2022,858.85,846,862.1,835.45,2.30M,1.37%
10-06-2022,845.7,850,853.95,842,2.12M,-1.53%
13-06-2022,829.5,840,851,819.75,2.19M,-1.92%
14-06-2022,825.05,826,835.65,821.85,2.46M,-0.54%
15-06-2022,822.3,825.25,830.05,819.15,2.01M,-0.33%
16-06-2022,814.6,822.6,826,806.55,2.33M,-0.94%
17-06-2022,793.4,805.2,810.3,789.9,5.72M,-2.60%
20-06-2022,805.3,801,813.5,794.5,2.75M,1.50%
21-06-2022,817.45,806.6,820.3,805.35,1.34M,1.51%
22-06-2022,809.3,814,821,803.25,2.03M,-1.00%
23-06-2022,824.9,809.5,826.5,808.5,1.78M,1.93%
24-06-2022,824.6,827.9,833.8,821.5,1.40M,-0.04%
27-06-2022,835.65,828,848,828,2.98M,1.34%
28-06-2022,828.6,837,837.5,825.05,2.82M,-0.84%
29-06-2022,838.7,824,843.7,823.85,2.98M,1.22%
30-06-2022,830.6,836,848.15,823.65,3.81M,-0.97%
01-07-2022,829.25,829.9,836.95,825,2.32M,-0.16%
04-07-2022,829.4,825.3,839.65,821.9,2.10M,0.02%
05-07-2022,835.8,829.4,846.8,826.65,2.68M,0.77%
06-07-2022,837.7,840,842.65,831.25,2.36M,0.23%
07-07-2022,849.45,843.05,852.9,842.15,2.33M,1.40%
08-07-2022,857.7,853.5,859.5,849.75,2.93M,0.97%
11-07-2022,857.25,856.8,863,851.1,1.77M,-0.05%
12-07-2022,851.6,853,860,849,1.70M,-0.66%
13-07-2022,860.15,854.6,863.25,849.35,2.66M,1.00%
14-07-2022,879.9,867.4,882.95,864.2,4.93M,2.30%
15-07-2022,878.4,884.9,884.95,872.85,1.41M,-0.17%
18-07-2022,882.8,888.6,895.6,878.55,2.87M,0.50%
19-07-2022,875.3,880,891.3,873.5,1.60M,-0.85%
20-07-2022,867.5,884.7,884.7,862.05,2.89M,-0.89%
21-07-2022,869.65,872,877.9,863.7,2.32M,0.25%
22-07-2022,874.5,871,876.15,866.5,1.94M,0.56%
25-07-2022,868.35,870,878,856.4,2.42M,-0.70%
26-07-2022,867.65,869.2,877.4,862,1.56M,-0.08%
27-07-2022,894,867.5,897,866.05,2.80M,3.04%
28-07-2022,894.85,896,896.85,878.75,3.18M,0.10%
29-07-2022,943.2,897,951.95,879,11.32M,5.40%
01-08-2022,918.7,939.95,939.95,910,4.22M,-2.60%
02-08-2022,917.25,918.7,926.6,912.05,2.04M,-0.16%
03-08-2022,897,915,917.8,893.55,2.86M,-2.21%
04-08-2022,918.5,901,920,895.6,3.15M,2.40%
05-08-2022,915.95,919.5,929,911.9,3.32M,-0.28%
08-08-2022,910.4,919.8,919.8,908.4,2.68M,-0.61%
10-08-2022,919.7,913.2,927,913.2,3.08M,1.02%
11-08-2022,921.05,923,926.9,917.45,1.53M,0.15%
12-08-2022,913.45,921.05,922.8,907.15,1.38M,-0.83%
16-08-2022,914.6,907,919.45,906.3,1.64M,0.13%
17-08-2022,920.8,919,926,915,1.83M,0.68%
18-08-2022,916.75,910,919,895.2,2.99M,-0.44%
19-08-2022,901.35,916,920.8,898,1.71M,-1.68%
22-08-2022,880.55,900.5,903.45,878.15,2.86M,-2.31%
23-08-2022,888.4,874.15,892,872.6,2.31M,0.89%
24-08-2022,881,892,899.95,878.05,3.22M,-0.83%
25-08-2022,877.3,888,890.65,875,5.02M,-0.42%
26-08-2022,880.15,882.3,890.5,878.1,1.54M,0.32%
29-08-2022,879.25,872,881,865,2.07M,-0.10%
30-08-2022,893.05,883,895.5,882,3.67M,1.57%
01-09-2022,871.85,893,901.9,870.4,2.94M,-2.37%
02-09-2022,869.55,872.9,878,866,1.96M,-0.26%
05-09-2022,884.6,869,886.15,864.45,2.81M,1.73%
06-09-2022,887.75,887,890.7,882.55,2.25M,0.36%
07-09-2022,893.75,879.5,896.4,879.5,1.70M,0.68%
08-09-2022,894.3,898.25,900.75,887,1.77M,0.06%
09-09-2022,890,894.5,901.9,886.7,1.41M,-0.48%
12-09-2022,887.7,891.2,895.15,885.1,1.57M,-0.26%
13-09-2022,890.15,889.85,893.3,883.5,2.22M,0.28%
14-09-2022,883.75,884.6,897.7,880.05,1.89M,-0.72%
15-09-2022,874.3,883,888.15,871.1,1.78M,-1.07%
16-09-2022,868.05,878.7,890.5,865.8,5.63M,-0.71%
19-09-2022,874.85,872.4,876.95,856.8,1.92M,0.78%
20-09-2022,911.95,877.55,914.75,876.8,4.41M,4.24%
21-09-2022,905.3,918.55,922.5,902.65,4.15M,-0.73%
22-09-2022,908,899.9,911.25,895.3,2.32M,0.30%
23-09-2022,921.1,902.6,926.7,902.6,4.80M,1.44%
26-09-2022,900.7,917.95,926.35,899.05,3.76M,-2.21%
27-09-2022,897.15,905.25,909.85,894.4,3.10M,-0.39%
28-09-2022,917.85,894,926,892.05,5.56M,2.31%
29-09-2022,930.7,925.1,955.5,925.1,8.52M,1.40%
30-09-2022,948.65,933.95,950.95,930,4.18M,1.93%
03-10-2022,944.5,952.95,967.85,942.75,4.44M,-0.44%
04-10-2022,944.55,955.7,956.3,943.05,1.86M,0.01%
06-10-2022,953.9,954.7,962,947.55,3.45M,0.99%
07-10-2022,955.15,953,961.55,946.2,1.76M,0.13%
10-10-2022,946.05,945.95,954.25,935.25,1.68M,-0.95%
11-10-2022,944.75,950.8,951.9,940,2.43M,-0.14%
12-10-2022,955.55,946,960,941.05,2.88M,1.14%
13-10-2022,968.4,956.85,973.75,951.5,4.50M,1.34%
14-10-2022,976.3,976,979.9,964,3.31M,0.82%
17-10-2022,980,976.3,985,973.3,2.65M,0.38%
18-10-2022,978.35,983.75,985,972.75,2.07M,-0.17%
19-10-2022,976.9,975.6,980.7,965.05,2.42M,-0.15%
20-10-2022,980.35,970,982.85,966.55,1.67M,0.35%
21-10-2022,977.7,981,991.9,975.75,1.79M,-0.27%
24-10-2022,987,986,989.95,982.1,191.84K,0.95%
25-10-2022,991.55,991.95,997.35,985.5,2.12M,0.46%
27-10-2022,"1,011.65",999,"1,013.40",992.5,4.38M,2.03%
28-10-2022,990,"1,002.00","1,003.50",987.55,3.93M,-2.14%
31-10-2022,"1,016.90",994.95,"1,027.30",991.2,3.55M,2.72%
01-11-2022,"1,036.60","1,021.95","1,049.00","1,019.15",5.26M,1.94%
02-11-2022,"1,051.95","1,038.80","1,070.95","1,032.65",5.92M,1.48%
03-11-2022,"1,044.20","1,045.00","1,055.60","1,039.55",2.39M,-0.74%
